productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extEnergyCost,extPowerCost,extMight,extCardType,extTag,extDomain,extFlavorText
635366,Origins - Booster Pack,Origins Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/635366_200w.jpg,89,24344,https://cpt.tcgcsv.com/l967,2025-10-31T04:10:11.627,1,13.25,16.68,18.8,15.66,,Normal,,,,,,,,,
635368,Origins - Booster Display,Origins Booster Display,https://tcgplayer-cdn.tcgplayer.com/product/635368_200w.jpg,89,24344,https://cpt.tcgcsv.com/n967,2025-10-31T04:10:11.627,1,251.0,319.67,1000.0,264.49,,Normal,,,,,,,,,
635369,Origins - Booster Display Case,Origins Booster Display Case,https://tcgplayer-cdn.tcgplayer.com/product/635369_200w.jpg,89,24344,https://cpt.tcgcsv.com/p967,2025-10-31T04:10:11.627,1,1710.0,2100.0,10000.0,1625.98,,Normal,,,,,,,,,
635371,Origins - Champion Deck (Jinx),Origins Champion Deck Jinx,https://tcgplayer-cdn.tcgplayer.com/product/635371_200w.jpg,89,24344,https://cpt.tcgcsv.com/r967,2025-10-31T04:10:11.627,1,26.98,32.93,74.5,29.08,,Normal,,,,,,,,,
635372,Origins - Champion Deck (Jinx) Display,Origins Champion Deck Jinx Display,https://tcgplayer-cdn.tcgplayer.com/product/635372_200w.jpg,89,24344,https://cpt.tcgcsv.com/s967,2025-10-31T04:10:11.627,1,125.96,130.98,139.99,97.78,,Normal,,,,,,,,,
635373,Origins - Champion Deck (Viktor) Display,Origins Champion Deck Viktor Display,https://tcgplayer-cdn.tcgplayer.com/product/635373_200w.jpg,89,24344,https://cpt.tcgcsv.com/t967,2025-10-31T04:10:11.627,1,160.0,204.98,249.95,111.34,,Normal,,,,,,,,,
635374,Origins - Champion Deck (Viktor),Origins Champion Deck Viktor,https://tcgplayer-cdn.tcgplayer.com/product/635374_200w.jpg,89,24344,https://cpt.tcgcsv.com/v967,2025-10-31T04:10:11.627,1,35.99,50.5,65.0,50.96,,Normal,,,,,,,,,
635375,Origins - Champion Deck (Lee Sin),Origins Champion Deck Lee Sin,https://tcgplayer-cdn.tcgplayer.com/product/635375_200w.jpg,89,24344,https://cpt.tcgcsv.com/w967,2025-10-31T04:10:11.627,1,28.99,38.98,60.0,37.53,,Normal,,,,,,,,,
635458,Origins - Champion Deck (Lee Sin) Display,Origins Champion Deck Lee Sin Display,https://tcgplayer-cdn.tcgplayer.com/product/635458_200w.jpg,89,24344,https://cpt.tcgcsv.com/bc67,2025-10-31T04:10:11.627,1,120.0,126.91,129.98,97.83,,Normal,,,,,,,,,
635459,Origins - Sleeved Booster Pack,Origins Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/635459_200w.jpg,89,24344,https://cpt.tcgcsv.com/cc67,2025-10-31T04:10:11.627,1,20.79,23.0,34.98,22.53,,Normal,,,,,,,,,
652771,Blazing Scorcher,Blazing Scorcher,https://tcgplayer-cdn.tcgplayer.com/product/652771_200w.jpg,89,24344,https://cpt.tcgcsv.com/r7f7,2025-10-31T04:10:11.627,1,0.1,0.35,99.0,0.29,,Foil,Common,001/298,5,0,5,Unit,Noxus;Dragon,Fury,
652771,Blazing Scorcher,Blazing Scorcher,https://tcgplayer-cdn.tcgplayer.com/product/652771_200w.jpg,89,24344,https://cpt.tcgcsv.com/r7f7,2025-10-31T04:10:11.627,1,0.01,0.2,99.0,0.09,,Normal,Common,001/298,5,0,5,Unit,Noxus;Dragon,Fury,
652772,Brazen Buccaneer,Brazen Buccaneer,https://tcgplayer-cdn.tcgplayer.com/product/652772_200w.jpg,89,24344,https://cpt.tcgcsv.com/s7f7,2025-10-31T04:10:11.627,1,0.01,0.2,99.0,0.04,,Normal,Common,002/298,6,0,5,Unit,Bilgewater;Pirate,Fury,"<em>""They called my crew 'scurvy dogs,' and I took that personally.""</em>"
652772,Brazen Buccaneer,Brazen Buccaneer,https://tcgplayer-cdn.tcgplayer.com/product/652772_200w.jpg,89,24344,https://cpt.tcgcsv.com/s7f7,2025-10-31T04:10:11.627,1,0.05,0.3,3.28,0.25,,Foil,Common,002/298,6,0,5,Unit,Bilgewater;Pirate,Fury,"<em>""They called my crew 'scurvy dogs,' and I took that personally.""</em>"
652773,Chemtech Enforcer,Chemtech Enforcer,https://tcgplayer-cdn.tcgplayer.com/product/652773_200w.jpg,89,24344,https://cpt.tcgcsv.com/t7f7,2025-10-31T04:10:11.627,1,0.01,0.18,99.0,0.05,,Normal,Common,003/298,2,0,2,Unit,Zaun,Fury,"<em>""Knock, knock.""</em>"
652773,Chemtech Enforcer,Chemtech Enforcer,https://tcgplayer-cdn.tcgplayer.com/product/652773_200w.jpg,89,24344,https://cpt.tcgcsv.com/t7f7,2025-10-31T04:10:11.627,1,0.01,0.25,5.0,0.21,,Foil,Common,003/298,2,0,2,Unit,Zaun,Fury,"<em>""Knock, knock.""</em>"
652774,Cleave,Cleave,https://tcgplayer-cdn.tcgplayer.com/product/652774_200w.jpg,89,24344,https://cpt.tcgcsv.com/v7f7,2025-10-31T04:10:11.627,1,0.2,0.61,5.0,0.46,,Foil,Common,004/298,1,0,0,Spell,,Fury,<em>Nobody ever won a war without attacking.</em>
652774,Cleave,Cleave,https://tcgplayer-cdn.tcgplayer.com/product/652774_200w.jpg,89,24344,https://cpt.tcgcsv.com/v7f7,2025-10-31T04:10:11.627,1,0.05,0.25,5.0,0.12,,Normal,Common,004/298,1,0,0,Spell,,Fury,<em>Nobody ever won a war without attacking.</em>
652775,Disintegrate,Disintegrate,https://tcgplayer-cdn.tcgplayer.com/product/652775_200w.jpg,89,24344,https://cpt.tcgcsv.com/w7f7,2025-10-31T04:10:11.627,1,0.01,0.2,99.0,0.1,,Normal,Common,005/298,4,0,0,Spell,,Fury,"<em>""Ashes, ashes, they all fall down."" -Annie</em>"
652775,Disintegrate,Disintegrate,https://tcgplayer-cdn.tcgplayer.com/product/652775_200w.jpg,89,24344,https://cpt.tcgcsv.com/w7f7,2025-10-31T04:10:11.627,1,0.16,0.4,2.78,0.36,,Foil,Common,005/298,4,0,0,Spell,,Fury,"<em>""Ashes, ashes, they all fall down."" -Annie</em>"
652776,Flame Chompers,Flame Chompers,https://tcgplayer-cdn.tcgplayer.com/product/652776_200w.jpg,89,24344,https://cpt.tcgcsv.com/x7f7,2025-10-31T04:10:11.627,1,0.01,0.18,99.0,0.07,,Normal,Common,006/298,3,0,3,Unit,Zaun,Fury,"<em>""GET 'EM, CHOMPIES!"" -Jinx</em>"
652776,Flame Chompers,Flame Chompers,https://tcgplayer-cdn.tcgplayer.com/product/652776_200w.jpg,89,24344,https://cpt.tcgcsv.com/x7f7,2025-10-31T04:10:11.627,1,0.18,0.4,1.98,0.37,,Foil,Common,006/298,3,0,3,Unit,Zaun,Fury,"<em>""GET 'EM, CHOMPIES!"" -Jinx</em>"
652777,Fury Rune,Fury Rune,https://tcgplayer-cdn.tcgplayer.com/product/652777_200w.jpg,89,24344,https://cpt.tcgcsv.com/z7f7,2025-10-31T04:10:11.627,1,0.15,0.37,31.0,0.22,,Normal,Common,007/298,0,0,0,Rune,,Fury,
