productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extEnergyCost,extPowerCost,extMight,extCardType,extTag,extDomain,extFlavorText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
668439,Heimerdinger - Inventor,Heimerdinger Inventor,https://tcgplayer-cdn.tcgplayer.com/product/668439_200w.jpg,89,24552,https://cpt.tcgcsv.com/Pnm7,2025-12-09T19:31:28.233,0,Promo,111/298,3,1,3,Champion Unit,Heimerdinger;Piltover;Yordle,Mind,"<em>""I do love a good conundrum.""</em>",124.0,149.0,199.99,125.56,,Foil
